整租 | 霖雨桥地铁站 中汇沃尔玛北辰财富中心 单身公寓 拎包,北辰财富中心,1900,https://km.58.com/zufang/41680139370649x.shtml?houseId=1413016155120654&shangquan=kmbeichen&shangquanId=12065&dataSource=0
单间 | 棕树营小区 5室1厅4卫 主卧 南,棕树营,900,https://km.58.com/hezu/36145036212164x.shtml?houseId=870108776225793&shangquan=zongshuying&shangquanId=13042&dataSource=0
单间 | 北京路旁 万宏国际单间出租 拎包入住 包水电物业宽带,火车北站,750,https://km.58.com/hezu/41229155393175x.shtml?houseId=1355290206053380&shangquan=huochebei&shangquanId=12067&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHczrHDdPHnOn1DLPg980v6YUykKuadhmHPbnAnkPidhPvc3sHwhPH9VrjbOuiY1uHwhuWnzmhwBnj9KPHn3nWnOnHD3nWmQrHnKTHD1PHNzrHTznjmkPHn1rjTKrjcknTD3nWTkTHD_nHTKnHmQTHDdrjmknjckPHD1PjTKnHmKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDzPkDKsHDKTHDzn1EvrjEQPjEvnjNznHmLPW9KP9DKnEDzuAcQPAc1Pid-mhN1sHELnjDVrAc3uiYknvmdPyNOuWbOm1nKnHc1Pjm3PjDYPj01rHE1PjEOrTDQnWnYPW9YnHEYPWm1rHnLnjcYTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8nW0fTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQn97exEDQnjT1nkDQnjTQPHTvTyEkPyw-uWm1syw6n1nVPj6bnzd6nvEYsH6bm19LuWTYmHmdnkDKnTDKTHTKnHmQsjDdrjb_nHDOrHmKn97BP1n3uW0QPywbP1-bnjEz
整租 | 虹山东路阳之光小区精装3房带去套家具家电南北向采光采,虹山片区,2000,https://km.58.com/zufang/41703076013596x.shtml?houseId=1415952045121551&shangquan=kmhongshan&shangquanId=12056&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQP1T1nj0vnjD1PHbvXaO1pZwVUT7bsynYPHIbPhEOsyE3PhmVPAwhnad6uW9ksHPWnymYnWcQmy7bPkDvP19OP191PHNknHTLPTDKnHEQPHbdnWTYPHDznHNdnEDQnWnknTDQnWnknTDQsjDkTHDvnEDQPH9vnjTzPj9vPWNQTHDkTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKn1DKTiYQTEDQnWEvnWnLrj9vrH0kn1nOn1c3THmKTHDKnhDYrjEvuynVnW0vPBYYuWuWsyDzmvcVn1TLuycYP1mLn1NQTHDzPjmzn103rj0krHmQrjTLn1mKnHcYPWc1P193P1TzrHTdrHN3PTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWnQskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9DOnhndnjIWnadBPvm1sHw-mvDVrAmdPaY3uHmdnhnQP1E3PvNKTHTKTEDkTHDvnikQPH93sjDQrH9dTHcKPAuhuyuWujwWuANYPHN3n9
单间 | 首月房租减半景秀西苑，无中介近医院森林公园观音洞西城,高新区,800,https://km.58.com/hezu/41647717010332x.shtml?houseId=1408866092686345&shangquan=kmgaoxin&shangquanId=12055&dataSource=0
单间 | 东风广场董家湾近地铁拓东郡押一付一无中介！,白塔路,720,https://km.58.com/hezu/41712929708958x.shtml?houseId=1417213318308870&shangquan=baitalu&shangquanId=12064&dataSource=0
整租 | 地铁旁交林小区精装2房1000元月,丰宁片区,1000,https://short.58.com/zd_p/6e073545-35d7-4709-8f0b-d9f1901b09e2/?target=tk-16-xgk_hvimob_57996082910975q-feykn&end=end&lego_ts=nHTksAEVmWNQm1RhnvnVuHNkuBYYPjuhsycknycVPhwhuhuWnhFBPW0QsjEQPWm3P1nOPWNLPWDY&shangquan=kmfengning&shangquanId=12054&dataSource=1
整租 | 假日城市 西城时代旁 鑫金.花园 精装大三房 个人直,高新区,2800,https://km.58.com/zufang/41726600695327x.shtml?houseId=1418963203171342&shangquan=kmgaoxin&shangquanId=12055&dataSource=0
整租 | 整租室卫大悦城云纺对面带家具家电可做饭有热水器700,和平村,700,https://short.58.com/zd_p/7a1cf2dc-d8a4-450c-a01d-5d35b05558bd/?target=tk-16-xgk_hvimob_57030461321471q-feykn&end=end&lego_ts=nHTksAEVmWNQm1RhnvnVuHNkuBYYPjuhsycknycVPhwhuhuWnhFBPW0QsjEQP1cLnj9dnWbdnjDd&shangquan=hpc&shangquanId=12092&dataSource=1
整租 | 急租花香满径90平1700元月精装2房带车位,市政府,1700,https://km.58.com/zufang/41716459572765x.shtml?houseId=1417665141416965&shangquan=chenggongxc&shangquanId=13323&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQP1DvPjNOPH0zP1mdXaO1pZwVUT7bsycQmhnznHwhsH7WPHEVPAckPaY3n1bOsHwBPyw-nWubnH9zP9DvPjmvP1DQnWmvn1TYPTDKnHEQP1mvPHDYnHEQPWbvPEDQnWNknTDQnWNknTDQsjDkTHDvnEDQPH9vnjT1njndrjDLTHDkTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKn1mKTiYQTEDQnWEvnWn3rH0krjEdPWTQP1bzTHmKTHDKuWNvnjPbnWcVn1m1PBYYPjDLsyD3rAmVnhm3rjb3uWF6m1D1THDzPjmzn19OP1TOPW0zn1mvnj9KnHcYPWc1rjbLnjbkPjnznWTYrTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWnvskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9D1mHDkPvDOuaYOnv7bsHEQPHcVrjR-PBd6PHFWPWDzPWRBnhNKTHTKTEDkTHDvnikQPHb1sjD1nWEOTHcKmHFbPvNvnHckrH6Wnhu6nE
单间 | 广源小区 单间直租 无中介 全新家具家电 南北通透,世纪城,680,https://km.58.com/hezu/41647892269206x.shtml?houseId=1408888524741636&shangquan=kmsjc&shangquanId=12100&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHmYP19OnWcvrHckPM980v6YUykKuad6PWbknH-hnBYznhF-sHEOrjNVmWNOnidWn1cQmHbLmyu-nvmKPWT3rjTkPjN1n1m3PjbKTHDYnj93rj9dnWELPjDvn1mKnHT1njTKnHT1njTKnikQnTDQPWDKnHN3PWTknHmQPjTLPTDQTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKnWnKTiYQTEDQnWEvnWNzrjcvnH91PWTvnW0zTHmKTHDKmHc1PAuWujbVuynLriYYnvu-sH9zuAmVnhEdPWN1ryF6uHKWTHDzPjmzPHc3nWm1njNzPjDkrj9KnHcYPWcdnW9zPWcYnWnzPWNzrTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWc1skDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHcKXLYKnHTkn1nKnHTknHNkP9Dzm1-bujP-uBdhuyPBsHwbnWmVrHcOuaYYmWDQnWcYnjbQrjmKTHTKTEDkTHDvnikQPHbksjDznjcOTHcKn1T1PWD1mh7bn1Khnhc3uE
单间 | 宜良园丁小区 1室0厅1卫 其他 北,宜良城区,350,https://km.58.com/hezu/41725039284619x.shtml?houseId=1418763344175106&shangquan=yiliang&shangquanId=552&dataSource=0
单间 | 西山区前兴路万达广场对面润城五区润城五福临小区合租公,前卫营,750,https://km.58.com/hezu/41581886542857x.shtml?houseId=1400439793114117&shangquan=qianweiying&shangquanId=12085&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHN3nH93PWNYnW9dPL980v6YUykKuaY3mHR6nHbkuBYLrj0QsHwbmWcVmhP6PaYkmWIBnH-buhNkPvmKPHTzrHnznjn3rH9QnWmKTHDYnjTYn1bLrHnQnHEQnH0KnHTznjTKnHTznjTKnikQnTDQPWDKnHN3PHbOrHEQP1NdrTDQP97AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHnKTiYQTEDQnWEdrHTdnWb3PW9zPHmYPWT3THmKTHDKmvcknW03mHTVPHczmBYYPHuhsH6buynVuj01n1R6PjcLP1E1THDzPjNOnjNzrH93nWb1PHcOPWDKnHcYPHbkPHcOrj0Lnjm1nW0kPTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWnfTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQn97exEDQnjT1nkDQnjTQPHTvTH0YmHIWnymQsH9zuAnVPjcLPBY3njRhsH03P1w6P1PbuHE3m9DKnTDKTHTKnHmQsjDdrHD_nHcknHEKn9D3mvwWnyubnAEYPHDdn17-
整租 | 租 精装 带家具家电 科业路与滇缅大道交叉口 十四冶,丰宁片区,1500,https://km.58.com/zufang/41703079560201x.shtml?houseId=1415952499253251&shangquan=kmfengning&shangquanId=12054&dataSource=0
单间 | 香缇玫瑰合租次卧带大飘窗光线好免中，介房间实拍可月付,世纪半岛,800,https://km.58.com/hezu/41584744975362x.shtml?houseId=1400805672459266&shangquan=shijibandao&shangquanId=13041&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHN3Pj0YPjbLPHnvnM980v6YUykKuaYOnAmLmHb1nBYOuWEYsHE1m19VmWuWuadBrjnvmHNduWRbmyEKPHcYPH9zPH0YnjnOnWNKTHDYnjT3njNvP1cYPHbzPWmKnHTznjTKnHTznjTKnikQnTDQPWDKnHN3PWTkn1DYPHm3PTD1TNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKn10KTiYQTEDQnWEvnWNkn1m3PWbYP1mLPWDvTHmKTHDKmvDvnWKbmvNVmymLmiYYmHIbsycOnvnVPHnvPjbYP1T1mW03THDzPjmzPHT1PW93PjNLPHTzP1cKnHcYPWcdnjnvrj0vnH9vPjDOn9DKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWnLskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHcKXLYKnHTkn1nKnHTknHNkP97BuW9znHTOPzYknW0LsHEvryDVmhR-uBY3uyEQrjNLnAF6njDKTHTKTEDkTHDvnikQPHbQsjDzrHmdTHcKn1w-mW7Wm1nvPjwWuhF-mE
整租 | 悦满欣城 4室2厅2卫,世纪城,2600,https://km.58.com/zufang/41727177202702x.shtml?houseId=1419036997868544&shangquan=kmsjc&shangquanId=12100&dataSource=0
整租 | 华宏鑫世界北辰财富中心精装2800元月2房 随时看房,北辰财富中心,2800,https://km.58.com/zufang/41491592651927x.shtml?houseId=1388882175386635&shangquan=kmbeichen&shangquanId=12065&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPjbQPHbzPWNQrHcLXaO1pZwVUT7bsyELnvw6P1F-sHwWPjcVPAE1nBdBmWwbsHmLnW03uWmvrAF-PTD1n1nYnHnQrHckrjEdrTDKnHn3rj93nWDLPHn3PWm1PEDQn1DknTDQn1DknTDQsjDkTHDvnEDQPH9vnjTYnjcYPWndTHbKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDYPEDKsHDKTHDzPjNOnj93nHnYP1DdPW03P1cKP9DKnEDYn1uWPhnzmzdWry7-sHwWrAmVrjIWnaYvryndujczrjnvmynKnHcYPHbkrj9Qn1NOn1cknWm3rTDQnWEdrHT3rjD1PH0znWD3rj9kTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8PjNfTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQnE7exEDQnjT1nkDQnjTQPHTvTyDQPAmzrjnYsyNknj0VPADOrid6njK-synOuAnQmy7brjNvnkDKnTDKTHTKnHmQsjDdrjb_nHDOrHEKn9DzuWckPjEYujubmynQPWnY
整租 | 新亚洲 新泽园精装修大四房 端头房子采光充足舒适住宅,新亚洲体育城,2500,https://km.58.com/zufang/41693642188956x.shtml?houseId=1414744516730890&shangquan=xinyazhoutyc&shangquanId=13044&dataSource=0
整租 | 石闸立交桥世博旅游大厦得胜家居东三环西南林业大学金色,白龙路片区,650,https://km.58.com/zufang/41723661258646x.shtml?houseId=1418586952949762&shangquan=bailonglu&shangquanId=12063&dataSource=0
单间 | 别样幸福城近国贸路 官南大道 可短租押一付一 无中介,巫家坝,750,https://km.58.com/hezu/41615513172004x.shtml?houseId=1404744001739784&shangquan=kmjc&shangquanId=12095&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHmQPHNQn1DLnWTkPZ980v6YUykKuadbPyFbnHn1uiYzuHTvsHw6uhDVmW9LPzd6PW-6PjcduHTvmynKPWT3PWTvPjDdrHmvP1mKTHDYnjELPjEknjDLn1bLrjEKrjbknTD3rHTkTHD_nHTKnHmQTHDdrjmknjnOnHELPW9KnHnKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDYPTDKsHDKTHDzPjn1P1TOnHNYPjcYP1bQnjEKP9DKnED3nHnvm10zradBPADQsHEdP1nVrjKWniYvmWnOrAEdm1n3mymKnHcYn1nLnjbQPHN3PHT3PHEYnTDQnWE1n10krHDdPHTQnH9Lnj0zTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8PjEfTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQn97exEDQnjT1nkDQnjTQPHTvTH7bm1TQrj9zsHRWuW0VPj0Orid6PH9YsHnzrjNzPAwbPWTOmkDKnTDKTHTKnHmQsjDdrHT_nHcknWNKn97WrjN1uhczuHIBm19duHKW
单间 | 巡津新村 3室1厅1卫 次卧 朝西,金碧片区,750,https://km.58.com/hezu/41663151249540x.shtml?houseId=1410841676570630&shangquan=jinbip&shangquanId=12083&dataSource=0
整租 | 精装三房拎包入住随时可以看房,世博片区,1900,https://km.58.com/zufang/41648668387878x.shtml?houseId=1408987869306885&shangquan=shibopian&shangquanId=12071&dataSource=0
整租 | 联通大厦旁    清爽装修大三房   带家具拎包入住,福保片区,2900,https://km.58.com/zufang/41647716351751x.shtml?houseId=1408866008080394&shangquan=fbpqkm&shangquanId=32291&dataSource=0
整租 | 绿地云都会精装单身小公寓 带家具家电随时看房可季度付,高新区,1300,https://km.58.com/zufang/41715726376104x.shtml?houseId=1417571291782149&shangquan=kmgaoxin&shangquanId=12055&dataSource=0
整租 | 可月付 近南亚 万达旁 润城五区 精装一居室 家具家,前卫营,1050,https://km.58.com/zufang/41724069849244x.shtml?houseId=1418639256641542&shangquan=qianweiying&shangquanId=12085&dataSource=0
整租 | 北站地铁口时光俊园精装两室两厅全套家具家电拎包入住西,火车北站,2200,https://km.58.com/zufang/41594015191941x.shtml?houseId=1401992260280333&shangquan=huochebei&shangquanId=12067&dataSource=0
整租 | 新亚洲体育城 星体花园 官渡古镇旁 地铁站附近 星耀,新亚洲体育城,1200,https://km.58.com/zufang/41705459850918x.shtml?houseId=1416257176378382&shangquan=xinyazhoutyc&shangquanId=13044&dataSource=0
整租 | 3房一楼 白龙路与穿金路之间 随时看房,白龙路片区,2000,https://km.58.com/zufang/41593702355720x.shtml?houseId=1401952217373708&shangquan=bailonglu&shangquanId=12063&dataSource=0
整租 | 云大知城 小户型小两室 靠近地铁4号线 5fen钟,经济开发区,1500,https://km.58.com/zufang/41694694673311x.shtml?houseId=1414879233844232&shangquan=jjkfq&shangquanId=12094&dataSource=0
单间 | 官渡区明晔中心 锦苑花园 公寓直租无中介 可做饭 包,官南大道,600,https://km.58.com/hezu/41645782284704x.shtml?houseId=1408618447363082&shangquan=guannandao&shangquanId=12090&dataSource=0
整租 | 时代俊园 4室1200元 带车位 中间楼层 临近商业,市政府,1200,https://km.58.com/zufang/41639219740934x.shtml?houseId=1407778442615809&shangquan=chenggongxc&shangquanId=13323&dataSource=0
整租 | 0中介 可月付房租 看房方便 周边配套设施完善 近官,新亚洲体育城,1200,https://km.58.com/zufang/41716834717196x.shtml?houseId=1417713159431172&shangquan=xinyazhoutyc&shangquanId=13044&dataSource=0
整租 | 长水航城 木藤苑 3室2厅精装 空房出租 1300,长水机场,1300,https://km.58.com/zufang/41703863618949x.shtml?houseId=1416052859034634&shangquan=csjckm&shangquanId=32294&dataSource=0
单间 | 经典双城A区 2室2厅1卫 次卧 南,高新区,650,https://km.58.com/hezu/41724263314052x.shtml?houseId=1418664019500037&shangquan=kmgaoxin&shangquanId=12055&dataSource=0
整租 | 实力心城 1室1厅1卫,市政府,2500,https://km.58.com/zufang/40224133350406x.shtml?houseId=1226647385578496&shangquan=chenggongxc&shangquanId=13323&dataSource=0
整租 | 怡康温泉新村 2室1厅1卫,滇池路片区,1500,https://km.58.com/zufang/41637337146265x.shtml?houseId=1407537469662220&shangquan=dianchilu&shangquanId=12082&dataSource=0
整租 | 双地铁口 银海领域 全套家具家电 精装修 两房 拎包,昆明站,2400,https://km.58.com/zufang/41683252106660x.shtml?houseId=1413414585263112&shangquan=kunmingzhan&shangquanId=13047&dataSource=0
整租 | 二环边金泰国际旁 馨悦尚居 精装一室  家具齐全,黄土坡,1200,https://km.58.com/zufang/41723558770457x.shtml?houseId=1418573838245893&shangquan=huangtupo&shangquanId=12057&dataSource=0
整租 | 新迎便宜好房 1室1厅仅租1200 带家具家电 交通,新迎片区,1200,https://km.58.com/zufang/41691417152032x.shtml?houseId=1414459712087040&shangquan=xinyingp&shangquanId=12075&dataSource=0
单间 | |真实房|万达对面润城五福临合租公寓600到900不,云纺片区,700,https://km.58.com/hezu/40875005621634x.shtml?houseId=1309959035198464&shangquan=yunfangp&shangquanId=12087&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnj9LPHTkPHmznHm1PZ980v6YUykKuaYvPvEvrAnOmiYOn1TksHw-PHbVmhc1riYOPWRBn1mkPADQmWDKPHTzrHnznjn3rH9QnWmKTHD1njbOPHbkn1NQrH9YPWEKrHcknTDOnWTkTHD_nHTKnHmQTHDdrjNOrHb1nj0LPHnKrE7AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHcKTiYQTEDQnWEdP19kPjNOP10OnjTvPjmYTHmKTHDKm1FbPAcvujDVujnvmzYYrHF-syFbnWnVmWcLm10OuAuhnWT3THDzPjNLrjTYPHbOnjbknWb3rj9KnHcYPH03njEdrH9LrHm3nWTYrTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWcfTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQn97exEDQnjT1nkDQnjTQPHTvTynOnvP6uH0LsyEvnHmVPjDOuid6myNdsy7-uWNYmhcvmhcdmkDKnTDKTHTKnHmQsjDdrHD_nHcknHmKn9DkrjcdnhRbmvn3mW0QPymd
整租 | 新出炉滨江俊园37平精装拎包入住2000元月性价比很,滨江俊园,1999,https://km.58.com/zufang/41682403827593x.shtml?houseId=1413306005740554&shangquan=binjjy&shangquanId=12077&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPW9zPjT1rjcLPHb1XaO1pZwVUT7bsHIBryNLrjnLsHELnHNVPANLPzdBuWNdsHEkmWNdmvc3rjc1mEDvn1bdn19LPWTkPj93n9DKnHEQn1nkPWTkPH0YnjNdPTDQn1cknTDQn1cknTDQsjDkTHDvnEDQPH9vnjT1Pj0dnj91THDYTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKPjTKTiYQTEDQnWEvn1T3n1DvPjE1rjEYPWT3THmKTHDKm17huyNOPHEVuW6bmiYYPHT3sy7WrAEVuWIbmW6-PHTLnyczTHDzPjm1nj91nHmdP19kPWc1n1mKnHcYPWnkrjnQPWEOrjn3nW9YrTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWEkskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9D1rjKBnW9dmzdWP1DOsHEQmW0VmHD1Pad6nANkmHEOPHP6PvNKTHTKTEDkTHDvnikQPH9OsjDznjTvTHcKmvcQuHTvnhF6rj7WrAnYm9
整租 | 房东直租，新亚洲体育城小区，可月付，全新装修，全新家,新亚洲体育城,1099,https://km.58.com/zufang/41572767211667x.shtml?houseId=1399272518705160&shangquan=xinyazhoutyc&shangquanId=13044&dataSource=0
整租 | 万华路 天宇花园 近同德广场 全套家具家电拎包入住,滨江俊园,2600,https://short.58.com/zd_p/edae5717-d5e5-4fbc-b0c7-54a19f75b65b/?target=tk-16-xgk_hvimob_57935805730389q-feykn&end=end&lego_ts=nHTksAEVP1EOnj76rynVnjbLPBYYujnzsycLm19VuhPWPWNdmHmvuyNQsjEQPWcYn10YnHcLnWnv&shangquan=binjjy&shangquanId=12077&dataSource=1
单间 | 长水航城木槿苑 1室0厅1卫 次卧 东,长水机场,400,https://km.58.com/hezu/41724870604957x.shtml?houseId=1418741753193484&shangquan=csjckm&shangquanId=32294&dataSource=0
整租 | 米兰园 4室2厅2卫,市政府,3000,https://km.58.com/zufang/41590618054299x.shtml?houseId=1401557426380806&shangquan=chenggongxc&shangquanId=13323&dataSource=0
整租 | 未名城紫光公寓 1室1厅1卫,世纪半岛,2500,https://km.58.com/zufang/41723430314136x.shtml?houseId=1418557396049920&shangquan=shijibandao&shangquanId=13041&dataSource=0
整租 | 溪畔丽景 3室2厅1卫,北辰财富中心,2700,https://km.58.com/zufang/41714365758366x.shtml?houseId=1417397133073412&shangquan=kmbeichen&shangquanId=12065&dataSource=0
整租 | 华都花园，近大商汇，双河湾，光辉城市，南悦城，有厨房,大商汇,1350,https://km.58.com/zufang/41723808896419x.shtml?houseId=1418605854202884&shangquan=dashanghui&shangquanId=12080&dataSource=0
整租 | 北京路司家营地铁口 俊发城玉兰苑 精装2房 交通方便,江东花园,2000,https://km.58.com/zufang/41672326962974x.shtml?houseId=1412016165806080&shangquan=kmjd&shangquanId=12068&dataSource=0
单间 | 新亚洲体育城星耀路地铁站精装修配套完善可押一付一拎包,新亚洲体育城,880,https://km.58.com/hezu/41647331535627x.shtml?houseId=1408816751157256&shangquan=xinyazhoutyc&shangquanId=13044&dataSource=0
单间 | [免租一个月][随时看房]五华区 鼓楼路 青年路 圆,翠湖,850,https://km.58.com/hezu/41612592993669x.shtml?houseId=1404370218851329&shangquan=cuihu&shangquanId=12053&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHmQnWNOnWbOn1mvrg980v6YUykKuaYLmW--P191PzYYP1DdsHw-P10VmhmdPiYYnAcdPyPBrj9znvDKPHDvPHbkP1DYPjTYnjTKTHDYnjE1P1TznH93PHD1nWbKnHTQnjTKnHTQnjTKnikQnTDQPWDKnHN3PWTkn1ELPHT3nkDOTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKPjTKTiYQTEDQnWEzPWE1rH03PHn1nWDvnWNvTHmKTHDKuWmvPhD1nW0VuAD1PzYYPycQsyD3P10VPWEkP1TQnHNQPAEOTHDzPjcvPjnOP19vPHbkPjN1P1mKnHcYnWmYn1bLrjmknjn1P1EkrTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWEkskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHcKXLYKnHTkn1nKnHTknHNkP9DLnHEkPh7bradBPynYsHE3m1nVmW6WmiYQmWwhnjmvnhDznyDKTHTKTEDkTHDvnikQPH93sjDQrH9zTHcKm1b3nAELm10YPh76uj93n9
单间 | 非隔板，实体墙，滇池名门合租公寓未名城旁个人真实照片,世纪半岛,600,https://km.58.com/hezu/41544215155974x.shtml?houseId=1395617855677453&shangquan=shijibandao&shangquanId=13041&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHNYPjcQPHDdPHbLPZ980v6YUykKuaYvPW9vPWK-PzdBnvcQsHE3PH0Vmh7bniYvnAndP103PAmQn1DKPHTzrHnznjn3rH9QnWmKTHD1rHNvnH03PHNvP10YPHnKnHTznjTKnHTznjTKnikQnTDQPWDKnHN3PWTknjNQPH9vrTDLTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKnHnKTiYQTEDQnWEvnW0knH9kPjDknjDOrjEkTHmKTHDKnhDOmH93PAcVnWTLuBYYnyNOsy7hmvnVPHKbuyNYrHRBnH0kTHDzPjmzP1TQrjTdnHE3PWNQPHcKnHcYPWcLnjD3njEvrj0YnjTOP9DKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWD1skDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHcKXLYKnHTkn1nKnHTknHNkP976nhPBmWbzmBYdnHm3sHw-PyNVmWw6uiYQn1m3nWK-mH0LrHnKTHTKTEDkTHDvnikQPHbQsjDzrHmdTHcKmyEduWNLPyFhnAnzPywBPT
整租 | 北京路边沃尔玛旁 万宏国际 精装2房 空房可办公 随,火车北站,2400,https://km.58.com/zufang/41683139863461x.shtml?houseId=1413269437456399&shangquan=huochebei&shangquanId=12067&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPW91nHnOrjm1PjmQXaO1pZwVUT7bsyuBm1RBrjFbsHP-mhNVPjFbuadBPvcYsH0vrHbzujF6nyPWmkDvnWcdnHn1PWDznjTLrEDKnHEQn1cvrHE1P1EdPWnOrEDQn10knTDQn10knTDQsjDkTHDvnEDQPH9vnjTYn1NYn1DkTHcKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDYrTDKsHDKTHDzPjmzPWnQrjcdPWDOnHTLrjNKP9DKnE76PhcduynkniYOuAwbsHwbnHmVmWwWniYvnvNvry76PAPbmycKnHcYPWcvn1D3n1TkPWNkP1TkrTDQnWEvnWm1nH9zrHndnWT1rjEQTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8Pj9fTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQnE7exEDQnjT1nkDQnjTQPHTvTH0vuAcvmhNOsywBnWTVPAnLuBd6mhu-sHbzryPBnycdnW-6n9DKnTDKTHTKnHmQsjDdrjb_nHDOrHmKn9Ddn1NQP1DYm19LuWmdPhm3
单间 | 华都花园B区 5室1厅2卫 次卧 朝南,大商汇,400,https://km.58.com/hezu/41724599132299x.shtml?houseId=1418707005037581&shangquan=dashanghui&shangquanId=12080&dataSource=0
整租 | Me国际青年公寓 无中jie费无物业管理费,董家湾,1200,https://km.58.com/zufang/41659196713894x.shtml?houseId=1410335494872065&shangquan=dongjiawan&shangquanId=13043&dataSource=0
